Date,Open,High,Low,Close,Volume
2026-03-05,19675.0,19870.0,18560.0,18560.0,1178700
2026-03-06,18160.0,18395.0,17695.0,18295.0,832400
2026-03-09,17000.0,17190.0,16435.0,16925.0,1176800
2026-03-10,17325.0,17695.0,17155.0,17375.0,793600
2026-03-11,17775.0,18290.0,17700.0,18030.0,891400
2026-03-12,17500.0,17705.0,17225.0,17410.0,676000
2026-03-13,17010.0,17490.0,16970.0,17340.0,662500
2026-03-16,17020.0,17210.0,16655.0,16820.0,679800
2026-03-17,17225.0,17620.0,17060.0,17060.0,671200
2026-03-18,17080.0,17420.0,16945.0,17420.0,556800
2026-03-19,16855.0,16980.0,16555.0,16780.0,1221400
2026-03-23,16055.0,16160.0,15545.0,15565.0,1132000
2026-03-24,15690.0,16020.0,15580.0,15960.0,835200
2026-03-25,16650.0,16740.0,16475.0,16605.0,622900
2026-03-26,16790.0,16830.0,16395.0,16640.0,514100
2026-03-27,16470.412912912914,16673.873873873876,16276.876876876877,16525.0,627000
2026-03-30,15555.0,16650.0,15435.0,16335.0,1254000
2026-03-31,16000.0,16655.0,15875.0,16055.0,1292600
2026-04-01,16855.0,17095.0,16530.0,17095.0,769200
2026-04-02,16955.0,16990.0,15935.0,15965.0,1204100
2026-04-03,16030.0,16175.0,15950.0,16030.0,764600
2026-04-06,15900.0,16055.0,15670.0,15825.0,768200
2026-04-07,15755.0,16035.0,15700.0,15825.0,523000
2026-04-08,16625.0,17040.0,16390.0,17015.0,1254900
2026-04-09,16960.0,16975.0,16570.0,16750.0,887300
2026-04-10,16595.0,16725.0,16370.0,16405.0,682800
2026-04-13,16350.0,16650.0,16180.0,16405.0,561200
2026-04-14,16450.0,16625.0,16370.0,16580.0,456400
2026-04-15,16865.0,16940.0,15835.0,15910.0,795100
2026-04-16,15825.0,16435.0,15800.0,16435.0,906300
2026-04-17,16320.0,16510.0,15680.0,15885.0,1120900
2026-04-20,16115.0,16140.0,15710.0,15925.0,676800
2026-04-21,16015.0,16015.0,15790.0,15880.0,577700
2026-04-22,15690.0,16115.0,15595.0,16025.0,685500
2026-04-23,15750.0,15995.0,15555.0,15915.0,592200
2026-04-24,15980.0,15990.0,15560.0,15685.0,536900
2026-04-27,15575.0,16340.0,15405.0,16300.0,877500
2026-04-28,16605.0,17760.0,16580.0,17590.0,1505400
2026-04-30,17230.0,17450.0,16710.0,16955.0,1334700
2026-05-01,17105.0,17150.0,16575.0,16575.0,684300
2026-05-07,17020.0,17415.0,16915.0,17205.0,981800
2026-05-08,17215.0,17430.0,16820.0,17215.0,924500
2026-05-11,17200.0,17870.0,17150.0,17700.0,825300
2026-05-12,17775.0,18870.0,17710.0,18565.0,1253800
2026-05-13,18565.0,18700.0,17650.0,17855.0,1062000
2026-05-14,17515.0,17620.0,16005.0,16045.0,2074700
2026-05-15,16050.0,16200.0,14560.0,14695.0,2034700
2026-05-18,14500.0,14560.0,13805.0,14205.0,1332700
2026-05-19,14300.0,14900.0,14260.0,14545.0,1145800
2026-05-20,14400.0,14400.0,13385.0,13655.0,1407300
2026-05-21,13770.0,13900.0,13430.0,13540.0,1027300
2026-05-22,13670.0,13670.0,13235.0,13375.0,908800
2026-05-25,14080.0,14640.0,14080.0,14195.0,1047300
2026-05-26,14495.0,15325.0,14165.0,14880.0,1287100
2026-05-27,15130.0,15170.0,14295.0,14320.0,737900
2026-05-28,14355.0,14655.0,14160.0,14320.0,609600
2026-05-29,14220.0,14280.0,13965.0,14010.0,1332300
2026-06-01,13920.0,13960.0,13305.0,13305.0,838400
2026-06-02,13155.0,13275.0,12670.0,13230.0,1070300
2026-06-03,12710.0,13090.0,12690.0,12840.0,956200
2026-06-04,12905.0,13155.0,12765.0,13055.0,1029600
2026-06-05,12850.0,13385.0,12805.0,13275.0,925100
2026-06-08,13320.0,13565.0,12915.0,13170.0,920500
2026-06-09,13470.0,13645.0,13210.0,13310.0,1016700
2026-06-10,13365.0,13650.0,13300.0,13535.0,961000
2026-06-11,13340.0,13465.0,13015.0,13220.0,853300
2026-06-12,13520.0,13600.0,13205.0,13375.0,839400
2026-06-15,14240.0,15245.0,14235.0,15165.0,1499800
2026-06-16,15290.0,15350.0,14690.0,14710.0,1129700
2026-06-17,15000.0,15245.0,14705.0,14710.0,757700
2026-06-18,14710.0,15050.0,14675.0,14855.0,643700
2026-06-19,14710.0,15030.0,14665.0,14785.0,1111400
2026-06-22,14730.0,14900.0,14420.0,14835.0,500500
2026-06-23,14900.0,15085.0,14040.0,14040.0,1062200
2026-06-24,14120.0,14140.0,13825.0,13955.0,808000
2026-06-25,14230.0,14270.0,13630.0,13705.0,768200
2026-06-26,13660.0,14155.0,13435.0,14000.0,896300
2026-06-29,13980.0,14595.0,13980.0,14380.0,794700
2026-06-30,14535.0,14640.0,14200.0,14250.0,697400
2026-07-01,14480.0,14655.0,14270.0,14365.0,531400
2026-07-02,14290.0,14765.0,14280.0,14425.0,509800
2026-07-03,14990.0,14990.0,14245.0,14650.0,841200
2026-07-06,14785.0,15425.0,14715.0,15105.0,838000
2026-07-07,15135.0,15290.0,14765.0,14870.0,640400
2026-07-08,14540.0,14565.0,14035.0,14050.0,709200
2026-07-09,13795.0,14050.0,13700.0,14050.0,816900
2026-07-10,14350.0,14360.0,13900.0,13950.0,752900
2026-07-13,13965.0,14080.0,13465.0,13600.0,609600
2026-07-14,13600.0,13685.0,13340.0,13520.0,462300
2026-07-15,13705.0,14220.0,13695.0,14145.0,842600
2026-07-16,13970.0,14075.0,13755.0,13905.0,715400
2026-07-17,13715.0,13855.0,13150.0,13340.0,637600
2026-07-21,13340.0,13755.0,13110.0,13645.0,598000
2026-07-22,13625.0,13865.0,13555.0,13630.0,383200
2026-07-23,13675.0,13935.0,13570.0,13820.0,457900
2026-07-24,13650.0,13775.0,13505.0,13675.0,421200
2026-07-27,13900.0,13945.0,13595.0,13835.0,384500
2026-07-28,13650.0,13710.0,13330.0,13450.0,489900
2026-07-29,13575.0,13620.0,12830.0,13035.0,761600
2026-07-30,12900.0,13460.0,12870.0,13050.0,777000
2026-07-31,13200.0,13440.0,12945.0,13065.0,737600
2026-08-03,12995.0,13205.0,12445.0,12910.0,626200
2026-08-04,12880.0,13135.0,12815.0,13005.0,533500
2026-08-05,13070.0,13335.0,12980.0,12995.0,561000
2026-08-06,13065.0,13660.0,12780.0,13575.0,1552300
2026-08-07,13495.0,13520.0,12750.0,12890.0,957800
2026-08-10,12750.0,12840.0,12575.0,12635.0,690400
2026-08-12,12645.0,12835.0,12635.0,12835.0,625000
2026-08-13,12895.0,13015.0,12835.0,12900.0,589900
2026-08-14,12945.0,13050.0,12790.0,13050.0,558200
2026-08-17,13055.0,13210.0,12860.0,12925.0,428000
2026-08-18,13050.0,13050.0,12670.0,12695.0,455700
2026-08-19,12545.0,12605.0,12085.0,12195.0,750600
2026-08-20,12330.0,12555.0,12240.0,12555.0,437300
2026-08-21,12320.0,12530.0,12275.0,12355.0,580500
2026-08-24,12275.0,12795.0,12220.0,12720.0,684500
2026-08-25,12890.0,12990.0,12645.0,12805.0,660900
2026-08-26,12590.0,12915.0,12590.0,12815.0,613700
2026-08-27,12890.0,13015.0,12735.0,12880.0,508100
2026-08-28,12685.0,12825.0,12635.0,12690.0,560200
2026-08-31,12540.0,12590.0,12395.0,12570.0,876700
2026-09-01,12600.0,13000.0,12560.0,12995.0,776600
2026-09-02,12700.0,12850.0,12430.0,12605.0,803100
2026-09-03,12410.0,12825.0,12380.0,12775.0,606500
