Date,Open,High,Low,Close,Volume
2025-12-15,3243.0,3358.0,3242.0,3350.0,31427000
2025-12-16,3380.0,3394.0,3329.0,3330.0,28736000
2025-12-17,3346.0,3356.0,3312.0,3349.0,20872500
2025-12-18,3350.0,3384.0,3342.0,3363.0,19193200
2025-12-19,3389.0,3439.0,3388.0,3424.0,37972600
2025-12-22,3494.0,3495.0,3437.0,3455.0,17099900
2025-12-23,3479.0,3479.0,3410.0,3415.0,17000600
2025-12-24,3418.0,3420.0,3353.0,3353.0,12845800
2025-12-25,3377.0,3383.0,3358.0,3374.0,7132300
2025-12-26,3377.0,3397.0,3369.0,3380.0,10705500
2025-12-29,3386.0,3386.0,3352.0,3364.0,12099700
2025-12-30,3370.0,3387.0,3353.0,3356.0,12175900
2026-01-05,3411.0,3455.0,3397.0,3399.0,18505900
2026-01-06,3488.0,3504.0,3423.0,3429.0,21996200
2026-01-07,3350.0,3360.0,3326.0,3335.0,21592100
2026-01-08,3301.0,3328.0,3286.0,3294.0,18107700
2026-01-09,3322.0,3404.0,3321.0,3388.0,24104300
2026-01-13,3500.0,3641.0,3499.0,3641.0,50179500
2026-01-14,3620.0,3645.0,3562.0,3622.0,26474500
2026-01-15,3639.0,3764.0,3635.0,3714.0,35684100
2026-01-16,3675.0,3742.0,3660.0,3670.0,20254500
2026-01-19,3600.0,3623.0,3565.0,3623.0,17580700
2026-01-20,3590.0,3594.0,3528.0,3541.0,20386000
2026-01-21,3506.0,3559.0,3491.0,3552.0,16952900
2026-01-22,3630.0,3639.0,3570.0,3584.0,17423300
2026-01-23,3635.0,3651.0,3587.0,3624.0,21187900
2026-01-26,3500.0,3521.0,3460.0,3477.0,28379900
2026-01-27,3496.0,3498.0,3436.0,3459.0,18214200
2026-01-28,3368.0,3381.0,3341.0,3347.0,23115000
2026-01-29,3369.0,3470.0,3346.0,3448.0,24456700
2026-01-30,3456.0,3530.0,3452.0,3504.0,23842000
2026-02-02,3600.0,3627.0,3516.0,3535.0,22997000
2026-02-03,3621.0,3622.0,3573.0,3594.0,20936000
2026-02-04,3656.0,3743.0,3629.0,3725.0,28520900
2026-02-05,3800.0,3813.0,3694.0,3706.0,32411800
2026-02-06,3669.0,3793.0,3637.0,3780.0,42812900
2026-02-09,3999.0,4000.0,3729.0,3729.0,40235900
2026-02-10,3727.0,3759.0,3687.0,3714.0,27155000
2026-02-12,3682.0,3707.0,3630.0,3705.0,27029000
2026-02-13,3760.0,3787.0,3716.0,3774.0,32482400
2026-02-16,3759.0,3760.0,3656.0,3666.0,18417600
2026-02-17,3682.0,3724.0,3667.0,3713.0,13395200
2026-02-18,3758.0,3769.0,3719.0,3730.0,15050800
2026-02-19,3730.0,3786.0,3710.0,3774.0,15842100
2026-02-20,3710.0,3715.0,3605.0,3635.0,24781700
2026-02-24,3676.0,3682.0,3621.0,3656.0,20855600
2026-02-25,3697.0,3753.0,3680.0,3720.0,24220000
2026-02-26,3780.0,3821.0,3755.0,3776.0,24605000
2026-02-27,3740.0,3825.0,3716.0,3825.0,28621000
2026-03-02,3685.0,3957.0,3652.0,3944.0,44611800
2026-03-03,3800.0,3801.0,3673.0,3702.0,50592000
2026-03-04,3660.0,3669.0,3497.0,3520.0,34266800
2026-03-05,3600.0,3635.0,3481.0,3481.0,31699400
2026-03-06,3490.0,3543.0,3470.0,3515.0,20575900
2026-03-09,3299.0,3423.0,3295.0,3393.0,28223800
2026-03-10,3463.0,3517.0,3432.0,3473.0,22222100
2026-03-11,3501.0,3569.0,3500.0,3510.0,15207900
2026-03-12,3510.0,3511.0,3417.0,3467.0,19335000
2026-03-13,3360.0,3432.0,3360.0,3370.0,22705700
2026-03-16,3370.0,3380.0,3328.0,3338.0,18079900
2026-03-17,3377.0,3394.0,3357.0,3379.0,11542500
2026-03-18,3359.0,3424.0,3359.0,3404.0,15583800
2026-03-19,3360.0,3374.0,3316.0,3325.0,23090100
2026-03-23,3278.0,3280.0,3190.0,3251.0,22909400
2026-03-24,3321.0,3336.0,3258.0,3271.0,16565700
2026-03-25,3389.0,3420.0,3328.0,3338.0,18556700
2026-03-26,3383.0,3388.0,3348.0,3388.0,16107200
2026-03-27,3305.7775821596247,3383.618544600939,3296.9096244131456,3358.0,28198100
2026-03-30,3204.0,3237.0,3168.0,3224.0,30941700
2026-03-31,3200.0,3252.0,3162.0,3162.0,26872400
2026-04-01,3280.0,3311.0,3253.0,3311.0,25388600
2026-04-02,3365.0,3384.0,3251.0,3262.0,21711400
2026-04-03,3277.0,3316.0,3255.0,3255.0,11056900
2026-04-06,3255.0,3297.0,3244.0,3247.0,11430400
2026-04-07,3235.0,3264.0,3224.0,3252.0,14215500
2026-04-08,3392.0,3418.0,3333.0,3384.0,27222600
