Date,Open,High,Low,Close,Volume
2026-01-21,1090.0,1102.0,1083.0,1098.5,3259100
2026-01-22,1110.0,1115.0,1102.0,1109.0,1879000
2026-01-23,1120.0,1122.0,1108.5,1111.0,1710400
2026-01-26,1090.0,1105.5,1084.0,1087.5,2629600
2026-01-27,1080.5,1089.0,1070.0,1079.5,1602600
2026-01-28,1065.0,1071.5,1056.0,1060.0,2078600
2026-01-29,1060.5,1071.0,1049.5,1066.5,1815600
2026-01-30,1065.0,1078.0,1059.0,1074.0,2350500
2026-02-02,1075.0,1083.5,1049.0,1054.5,3563600
2026-02-03,1070.5,1108.0,1059.0,1108.0,4727500
2026-02-04,1160.0,1220.0,1145.0,1210.0,8078700
2026-02-05,1203.0,1211.0,1180.5,1200.0,4442600
2026-02-06,1186.5,1215.0,1185.5,1210.0,4195500
2026-02-09,1266.5,1293.0,1254.0,1258.0,4703600
2026-02-10,1262.5,1284.5,1260.0,1272.5,2898900
2026-02-12,1290.0,1306.5,1285.5,1296.5,3192100
2026-02-13,1294.5,1309.0,1281.0,1292.5,6122000
2026-02-16,1310.0,1315.0,1298.0,1308.5,3734900
2026-02-17,1315.0,1315.0,1287.5,1300.0,1167000
2026-02-18,1295.0,1300.0,1277.0,1283.5,3892700
2026-02-19,1288.0,1330.0,1286.5,1324.0,4470700
2026-02-20,1306.5,1323.0,1300.5,1322.5,3010600
2026-02-24,1331.0,1358.0,1315.5,1346.5,3296000
2026-02-25,1346.0,1361.5,1329.0,1358.0,3770100
2026-02-26,1369.5,1375.5,1352.5,1356.5,2876100
2026-02-27,1350.0,1408.5,1348.5,1408.5,2893500
2026-03-02,1390.0,1413.5,1362.5,1407.0,3028600
2026-03-03,1408.0,1414.5,1346.0,1355.5,2984200
2026-03-04,1275.0,1308.0,1221.0,1242.5,4320700
2026-03-05,1298.0,1303.0,1243.5,1250.5,3928200
2026-03-06,1220.5,1251.0,1220.5,1244.0,1968900
2026-03-09,1151.0,1174.0,1127.5,1158.5,3111300
2026-03-10,1210.0,1226.5,1199.0,1214.5,2756000
2026-03-11,1244.5,1253.0,1219.5,1221.5,1830500
2026-03-12,1206.0,1209.5,1175.5,1186.0,2611700
2026-03-13,1158.5,1185.0,1158.5,1169.5,2628000
2026-03-16,1164.5,1168.5,1140.5,1153.5,2409000
2026-03-17,1174.5,1184.5,1158.5,1162.0,1580300
2026-03-18,1200.0,1220.0,1190.5,1217.0,2507400
2026-03-19,1173.0,1179.5,1157.0,1162.0,2745300
2026-03-23,1132.0,1137.0,1084.0,1103.5,2562400
2026-03-24,1149.0,1149.0,1126.5,1144.0,1665500
2026-03-25,1180.0,1186.0,1170.5,1182.0,1599300
2026-03-26,1192.5,1196.0,1156.5,1170.0,1868900
2026-03-27,1130.0811279826464,1143.8746203904554,1123.184381778742,1135.5,1938800
2026-03-30,1068.0,1103.5,1066.0,1102.0,2401700
2026-03-31,1072.0,1115.0,1072.0,1087.5,1872700
2026-04-01,1139.0,1145.5,1125.0,1141.0,2156600
2026-04-02,1167.5,1168.0,1114.0,1115.5,2057300
2026-04-03,1128.0,1139.0,1121.5,1121.5,1439600
2026-04-06,1122.5,1133.5,1116.5,1116.5,1180200
2026-04-07,1125.0,1131.0,1100.5,1100.5,2341800
2026-04-08,1160.5,1181.5,1144.0,1181.5,3292300
2026-04-09,1180.0,1182.0,1152.5,1165.5,1994400
2026-04-10,1189.0,1195.0,1171.5,1171.5,1717500
2026-04-13,1170.0,1179.0,1159.5,1170.0,1584600
2026-04-14,1188.5,1196.0,1178.5,1189.5,2159000
2026-04-15,1196.0,1197.5,1170.5,1184.0,1914200
2026-04-16,1177.0,1201.5,1176.5,1194.5,2067500
2026-04-17,1192.0,1204.5,1185.5,1197.0,1378100
2026-04-20,1205.0,1241.0,1201.5,1233.5,2517800
2026-04-21,1232.0,1236.5,1218.0,1219.0,2458400
2026-04-22,1207.5,1222.0,1200.0,1206.0,1678900
2026-04-23,1190.5,1203.0,1153.0,1176.5,2054700
2026-04-24,1182.0,1184.5,1159.5,1161.0,1351800
2026-04-27,1151.5,1197.5,1151.0,1188.0,1664200
2026-04-28,1200.0,1224.0,1195.0,1222.0,2077200
2026-04-30,1205.0,1273.5,1194.5,1268.0,4144000
2026-05-01,1275.5,1281.0,1244.5,1260.5,2950500
2026-05-07,1280.0,1303.5,1265.0,1299.5,2826000
2026-05-08,1282.0,1335.0,1263.5,1334.5,3222800
2026-05-11,1355.5,1360.0,1325.5,1360.0,3725700
2026-05-12,1382.5,1405.0,1365.0,1379.0,5642100
2026-05-13,1229.0,1302.0,1198.5,1263.5,9557000
2026-05-14,1266.5,1323.5,1252.0,1267.0,5830100
2026-05-15,1259.0,1273.0,1202.0,1211.0,5084900
2026-05-18,1195.0,1209.0,1171.0,1174.5,4327700
2026-05-19,1184.5,1197.5,1168.0,1175.0,2604500
2026-05-20,1175.0,1187.5,1147.0,1160.5,3250500
2026-05-21,1187.5,1192.0,1164.0,1166.5,1880800
2026-05-22,1185.0,1202.5,1178.5,1191.0,1788600
2026-05-25,1210.0,1235.0,1204.0,1233.5,2290100
2026-05-26,1240.0,1243.0,1217.0,1230.0,1841700
2026-05-27,1258.0,1294.5,1250.0,1264.5,2688600
2026-05-28,1259.5,1270.5,1229.0,1246.0,2429500
2026-05-29,1240.0,1266.5,1235.5,1249.0,2266200
2026-06-01,1219.0,1226.0,1191.5,1191.5,2803600
2026-06-02,1169.0,1170.5,1140.5,1161.0,1804300
2026-06-03,1188.5,1219.0,1172.0,1205.0,1771700
2026-06-04,1182.0,1198.5,1176.5,1177.0,1741400
2026-06-05,1180.0,1188.5,1164.5,1188.5,1766500
2026-06-08,1154.5,1162.0,1128.5,1143.5,2259300
2026-06-09,1155.0,1163.5,1112.0,1149.5,2390300
2026-06-10,1136.5,1143.0,1090.5,1100.0,3281600
2026-06-11,1070.0,1089.5,1042.0,1088.0,2589000
2026-06-12,1128.5,1128.5,1093.0,1101.5,2830100
2026-06-15,1168.5,1213.0,1157.0,1206.0,3216100
2026-06-16,1207.0,1214.0,1183.5,1189.5,1646400
2026-06-17,1187.5,1204.0,1174.0,1193.0,1836800
2026-06-18,1198.0,1205.5,1190.5,1197.0,1195700
2026-06-19,1203.5,1216.5,1180.5,1193.5,2383600
2026-06-22,1196.0,1228.0,1193.5,1218.0,1767200
2026-06-23,1230.0,1232.0,1181.0,1181.0,1700100
2026-06-24,1164.0,1191.0,1163.5,1181.5,1460600
2026-06-25,1198.0,1200.0,1181.5,1195.5,1488900
2026-06-26,1195.5,1202.5,1143.5,1161.0,2377500
2026-06-29,1167.0,1172.5,1141.5,1160.0,5120000
2026-06-30,1168.0,1169.0,1116.5,1136.0,2798100
2026-07-01,1150.0,1171.5,1137.5,1163.5,2161500
2026-07-02,1162.0,1178.0,1141.0,1160.0,2344800
2026-07-03,1155.0,1184.0,1153.5,1184.0,2181300
