Date,Open,High,Low,Close,Volume
2025-10-02,3408.0,3425.0,3380.0,3398.0,5594500
2025-10-03,3425.0,3590.0,3402.0,3523.0,12414700
2025-10-06,3899.0,3900.0,3755.0,3840.0,15398400
2025-10-07,3863.0,3865.0,3706.0,3844.0,11063300
2025-10-08,3859.0,3995.0,3855.0,3891.0,11637800
2025-10-09,4000.0,4008.0,3890.0,3926.0,7494000
2025-10-10,3925.0,3925.0,3835.0,3856.0,5843800
2025-10-14,3786.0,3842.0,3698.0,3738.0,7410200
2025-10-15,3725.0,3795.0,3723.0,3762.0,4832200
2025-10-16,3801.0,3817.0,3765.0,3778.0,4470000
2025-10-17,3750.0,3772.0,3692.0,3692.0,4945800
2025-10-20,3750.0,3822.0,3739.0,3803.0,4837400
2025-10-21,3811.0,3815.0,3762.0,3772.0,4064400
2025-10-22,3766.0,3824.0,3763.0,3819.0,3892400
2025-10-23,3798.0,3862.0,3785.0,3858.0,5143900
2025-10-24,3900.0,3903.0,3848.0,3868.0,4773200
2025-10-27,3918.0,3966.0,3898.0,3921.0,5470100
2025-10-28,3888.0,3892.0,3840.0,3860.0,4559300
2025-10-29,3840.0,3855.0,3800.0,3839.0,4331500
2025-10-30,3948.0,4012.0,3904.0,4000.0,10940600
2025-10-31,4129.0,4195.0,3905.0,4031.0,18645600
2025-11-04,4060.0,4069.0,3901.0,3921.0,9537600
2025-11-05,3930.0,3942.0,3783.0,3869.0,9408600
2025-11-06,3919.0,3965.0,3882.0,3935.0,5564300
2025-11-07,3912.0,4009.0,3910.0,4001.0,5661400
2025-11-10,3993.0,4069.0,3992.0,4069.0,4193600
2025-11-11,4249.0,4308.0,4156.0,4265.0,11059800
2025-11-12,4266.0,4302.0,4186.0,4234.0,6134000
2025-11-13,4200.0,4253.0,4164.0,4164.0,4685200
2025-11-14,4137.0,4184.0,4105.0,4173.0,4333900
2025-11-17,4155.0,4200.0,4137.0,4190.0,3008200
2025-11-18,4121.0,4160.0,3946.0,3953.0,6284800
2025-11-19,3959.0,4057.0,3937.0,3990.0,5286600
2025-11-20,4060.0,4088.0,4007.0,4057.0,4506600
2025-11-21,4035.0,4165.0,4031.0,4129.0,16730700
2025-11-25,4149.0,4153.0,4070.0,4124.0,6384800
2025-11-26,4162.0,4215.0,4130.0,4199.0,4478400
2025-11-27,4194.0,4257.0,4185.0,4228.0,3842100
2025-11-28,4190.0,4199.0,4134.0,4147.0,4831600
2025-12-01,4146.0,4160.0,4071.0,4085.0,4170600
2025-12-02,4136.0,4172.0,4101.0,4119.0,3829400
2025-12-03,4133.0,4158.0,4092.0,4109.0,3548500
2025-12-04,4137.0,4158.0,4103.0,4125.0,4237200
2025-12-05,4073.0,4087.0,4019.0,4038.0,5223900
2025-12-08,4025.0,4054.0,3994.0,4054.0,3090400
2025-12-09,4098.0,4129.0,4050.0,4095.0,3611900
2025-12-10,4165.0,4179.0,4077.0,4101.0,3871300
2025-12-11,4101.0,4122.0,4041.0,4060.0,3191500
2025-12-12,4159.0,4220.0,4132.0,4216.0,6621800
2025-12-15,4178.0,4246.0,4171.0,4244.0,5031500
2025-12-16,4227.0,4241.0,4178.0,4190.0,4934900
2025-12-17,4230.0,4245.0,4166.0,4202.0,4363700
2025-12-18,4165.0,4223.0,4153.0,4202.0,3944000
2025-12-19,4249.0,4330.0,4236.0,4307.0,7363400
2025-12-22,4307.0,4323.0,4256.0,4260.0,4390200
2025-12-23,4283.0,4316.0,4273.0,4296.0,2725400
2025-12-24,4287.0,4293.0,4246.0,4253.0,2455700
2025-12-25,4299.0,4300.0,4184.0,4228.0,1947200
2025-12-26,4282.0,4306.0,4242.0,4263.0,2665300
2025-12-29,4246.0,4246.0,4195.0,4233.0,2830800
2025-12-30,4300.0,4360.0,4279.0,4329.0,5117000
2026-01-05,4362.0,4388.0,4309.0,4309.0,5360500
2026-01-06,4392.0,4403.0,4280.0,4340.0,6569200
2026-01-07,4317.0,4381.0,4292.0,4372.0,4205600
2026-01-08,4442.0,4447.0,4371.0,4388.0,5112400
2026-01-09,4370.0,4392.0,4314.0,4336.0,4907400
2026-01-13,4465.0,4565.0,4443.0,4547.0,6603300
2026-01-14,4580.0,4639.0,4579.0,4634.0,6676700
2026-01-15,4634.0,4668.0,4622.0,4636.0,4500600
2026-01-16,4590.0,4608.0,4536.0,4572.0,6591200
2026-01-19,4551.0,4581.0,4508.0,4564.0,3956200
2026-01-20,4494.0,4502.0,4383.0,4386.0,6436600
2026-01-21,4360.0,4428.0,4341.0,4382.0,4788100
2026-01-22,4403.0,4418.0,4283.0,4335.0,6231000
2026-01-23,4405.0,4445.0,4378.0,4380.0,4992700
2026-01-26,4240.0,4262.0,4027.0,4037.0,15190500
2026-01-27,4080.0,4098.0,4021.0,4087.0,6459400
2026-01-28,4045.0,4079.0,4010.0,4043.0,6427800
2026-01-29,4040.0,4077.0,3985.0,4075.0,7197100
2026-01-30,4285.0,4374.0,4207.0,4283.0,16859000
2026-02-02,4380.0,4435.0,4323.0,4373.0,6815400
2026-02-03,4430.0,4467.0,4372.0,4410.0,8451800
2026-02-04,4343.0,4355.0,3980.0,4064.0,21472800
2026-02-05,3981.0,4006.0,3900.0,3944.0,15234900
2026-02-06,3897.0,3955.0,3845.0,3913.0,11527500
2026-02-09,4000.0,4029.0,3958.0,4016.0,9268000
2026-02-10,4075.0,4170.0,4052.0,4123.0,10961900
2026-02-12,4056.0,4076.0,3928.0,3987.0,12652700
2026-02-13,3932.0,3972.0,3804.0,3828.0,12857700
2026-02-16,3799.0,3832.0,3731.0,3808.0,9452000
2026-02-17,3751.0,3780.0,3675.0,3700.0,10406200
2026-02-18,3653.0,3727.0,3630.0,3687.0,8363900
2026-02-19,3725.0,3725.0,3662.0,3713.0,8508800
2026-02-20,3700.0,3701.0,3630.0,3630.0,8025400
2026-02-24,3449.0,3460.0,3284.0,3313.0,25178100
2026-02-25,3340.0,3417.0,3317.0,3345.0,15452700
2026-02-26,3420.0,3605.0,3418.0,3546.0,19807200
2026-02-27,3616.0,3640.0,3551.0,3588.0,24597400
2026-03-02,3500.0,3552.0,3479.0,3532.0,8632200
2026-03-03,3462.0,3465.0,3385.0,3422.0,9986900
2026-03-04,3408.0,3465.0,3333.0,3443.0,10993800
2026-03-05,3579.0,3580.0,3496.0,3496.0,9199800
2026-03-06,3566.0,3700.0,3541.0,3683.0,11537100
2026-03-09,3588.0,3688.0,3557.0,3683.0,12001600
2026-03-10,3675.0,3693.0,3597.0,3657.0,8770600
2026-03-11,3600.0,3637.0,3546.0,3555.0,9260300
2026-03-12,3511.0,3564.0,3510.0,3545.0,6825800
2026-03-13,3504.0,3575.0,3504.0,3575.0,7007100
2026-03-16,3520.0,3582.0,3509.0,3541.0,5663700
2026-03-17,3537.0,3546.0,3501.0,3522.0,5975900
2026-03-18,3500.0,3511.0,3470.0,3475.0,7639700
2026-03-19,3340.0,3388.0,3321.0,3340.0,12695200
2026-03-23,3270.0,3294.0,3231.0,3268.0,10660500
2026-03-24,3338.0,3353.0,3294.0,3343.0,6834700
2026-03-25,3273.0,3351.0,3273.0,3351.0,8464100
2026-03-26,3330.0,3340.0,3238.0,3261.0,6634100
2026-03-27,3269.582057562768,3298.2712798530315,3229.0214329455,3231.0,8377300
2026-03-30,3091.0,3129.0,3064.0,3121.0,12350900
2026-03-31,3191.0,3217.0,3137.0,3172.0,10329800
2026-04-01,3300.0,3308.0,3226.0,3299.0,9459900
2026-04-02,3338.0,3338.0,3237.0,3260.0,6825500
